hostname,st_teff,st_lum,st_mass,st_rad,st_logg,st_met,st_age,sy_dist_log,sy_pm,sy_snum,sy_gaiamag,st_spectype_group,sy_pnum,hz_pnum,has_hz_planet,st_logg_filled
HD 86226,5903.0,0.025,1.06,1.02,4.36,0.05,1.5,1.6597546162681032,183.2069957,1,7.7713,G,2,0,0,False
Oph 11,2878.0,-2.47538,0.202375,0.232692,5.01066,,,,6.197166,1,18.912,,1,0,0,False
WASP-34,5694.0,0.06624,1.014,1.10901,4.35423,0.04,,2.120889666939061,79.0949566,1,10.2046,,1,0,0,False
HAT-P-22,5302.0,-0.114,0.916,1.04,4.36,0.24,12.4,1.9125658476316127,87.7253495,2,9.51936,G,1,0,0,False
81 Cet,4734.0,1.76027,1.23,11.21,2.41,-0.11,,2.005437923050822,60.3912853,1,5.37588,G,1,0,0,False
HD 32518,4580.0,1.615253553580152,1.13,10.22,2.1,-0.15,5.83,2.0867690137983863,87.3595495,1,6.11933,K,1,0,0,False
6 Lyn,5022.0,1.1242909449779261,1.562,4.83,3.15,-0.1,2.353,1.7376688328178949,340.0415405,1,5.60686,,1,0,0,False
4 UMa,4531.0,2.0257475759394192,1.61,16.751,2.32,-0.19,2.08,1.866052697601414,66.6571379,1,4.23773,,1,0,0,False
HD 81688,4919.0,1.78,1.76,10.08,2.86,0.2,1.48,1.9330735493513551,129.7872894,1,5.12598,,1,0,0,False
HD 145457,4829.0,1.6422101726871574,1.526,9.483,2.67,-0.13,2.605,2.131272116933359,41.1368197,1,6.28309,,1,0,0,False
HD 167042,5021.0,0.72,1.58,4.16,3.51,0.01,2.12,1.6960355739413389,269.5376298,1,5.72384,,1,0,0,False
HD 173416,4783.0,1.860074423274208,1.77,12.422,2.43,-0.15,1.73,2.1211788898527884,61.8894309,1,5.75681,,1,0,0,False
xi Aql,4780.0,1.83885,2.2,12.0,2.66,-0.205,,1.7496265689342398,129.3413953,1,4.42501,,1,0,0,False
18 Del,4980.0,1.63367,2.1,8.8,2.87,-0.06,,1.8820803401009107,60.6038527,2,5.27476,G,1,0,0,False
HD 210702,4957.0,1.15,1.58,4.88,3.51,0.05,2.1,1.7339696381171092,17.4590557,1,5.6807,,1,0,0,False
14 And,4813.0,1.763,2.2,11.0,2.63,-0.24,,1.877597074249053,299.2526179,1,4.91781,K,1,0,0,False
HAT-P-12,4650.0,-0.678,0.733,0.701,4.61,-0.29,2.5,2.15457915925036,141.8823722,1,12.4197,K,1,0,0,False
HD 125612,5894.0,0.001,1.1,0.96,4.3,0.25,1.0,1.7605785299647123,90.3893674,2,8.1559,,3,1,1,False
HD 143361,5505.0,-0.09151,0.95,0.99,4.42,0.22,5.0,1.8357831265845075,197.3479295,1,9.01602,G,1,1,1,False
HD 164604,4806.77,-0.60536,0.78,0.718233,4.61763,0.12,,1.595091500117892,54.2721351,1,9.32786,,1,1,1,False
HD 28254,5653.0,0.36096,1.0,1.5797,4.04092,0.36,,1.7426340220019405,158.6237757,2,7.49977,,1,1,1,False
HIP 70849,3935.0,-1.06257,0.614307,0.633112,4.62349,,,1.3812450787264905,206.4980686,2,9.69796,,1,0,0,False
WASP-3,6352.0,0.43416,1.261,1.36116,4.27096,-0.04,,2.3639145645516675,22.5756189,3,10.4525,,1,0,0,False
XO-4,6397.0,0.5467456342340599,1.285,1.531,4.177,-0.04,2.7,2.4356134662718736,17.7999868,1,10.5131,,1,0,0,False
WASP-37,5849.09,0.07659,1.056,1.06358,4.40819,-0.284,,2.594161528261765,33.3651712,1,12.542,,1,0,0,False
HD 215497,5110.0,-0.35331,0.86,0.849488,4.51425,0.2,,1.6079565848805737,81.9277302,1,8.68605,,2,1,1,False
GJ 676 A,3734.0,-1.080714714105964,0.73,0.69,4.62,0.08,,1.204857656429958,317.0836723,2,8.86517,,4,0,0,False
WASP-21,5924.0,0.30426,1.08,1.34757,4.21239,-0.22,,2.412336205485929,25.7997703,1,11.3987,,1,0,0,False
WASP-24,6107.0,0.3353730798743175,1.168,1.317,4.267,-0.02,2.5,2.508009600915981,18.8432132,3,11.3945,,1,0,0,False
CoRoT-2,5598.0,-0.1455289915540124,0.997,0.901,4.527,0.04,1.2,2.328956240820171,11.4550454,2,12.2489,,1,0,0,False
XO-1,5750.0,-0.0603369656884359,1.037,0.942,4.506,0.02,0.9,2.2136585146578605,22.8728638,1,11.004,,1,0,0,False
WASP-1,6213.0,0.45777051380000405,1.265,1.465,4.209,0.17,2.7,2.594472108489148,5.7121872,2,11.5349,,1,0,0,False
HAT-P-9,6193.0,0.35012,1.19,1.2999,4.2858,0.08,,2.658205115599564,16.2127474,1,12.1536,,1,0,0,False
HAT-P-21,5588.0,0.025,0.947,1.105,4.33,0.01,10.2,2.442915412824774,13.2872218,1,11.5583,G,1,0,0,False
HAT-P-4,5860.0,0.42813,1.26,1.59,4.14,0.24,4.2,2.5057616311823865,32.5154393,2,11.0634,G,1,0,0,False
WASP-22,6153.0,0.3065249619535159,1.249,1.255,4.338,0.26,1.3,2.5019515940840917,26.5752608,1,11.5821,,1,0,0,False
GJ 649,3734.0,-1.361,0.51,0.5,4.76,-0.15,,1.016180617371783,520.8498864,1,8.81875,M,1,0,0,False
HD 190984,5988.93,0.79055,1.1,2.30797,3.753,-0.49,,2.17081010596515,45.4809756,1,8.61126,,1,1,1,False
HD 73267,5317.0,-0.106,0.89,1.04,4.28,0.03,7.4,1.7025106667250365,162.7198154,1,8.67835,G,2,1,1,False
WASP-10,4713.98,-0.60124,0.754,0.750341,4.56492,0.0428,,2.149212952406273,35.6238642,1,12.1739,,1,0,0,False
HAT-P-26,5079.0,-0.42,0.816,0.788,4.56,-0.04,9.0,2.151789536910231,147.8161704,1,11.4641,K,1,0,0,False
WASP-7,6400.0,0.48949578184650977,1.276,1.432,4.232,0.0,2.4,2.2103265473764746,64.9452766,1,9.37671,,1,0,0,False
HD 10647,6105.0,0.215,1.1,1.14,4.39,-0.08,2.92,1.2389413827676967,196.5544898,1,5.38178,F,1,1,1,False
HAT-P-5,5960.0,0.187,1.16,1.167,4.368,0.24,2.6,2.4819239555581163,13.3103836,1,11.8224,G,1,0,0,False
HAT-P-20,4595.0,-0.721,0.756,0.694,4.63,0.35,6.7,1.8514870576928888,96.3636397,1,10.9903,K,1,0,0,False
TrES-4,6200.0,0.64246,1.394,1.816,4.064,0.14,2.9,2.712632868181526,21.8393905,2,11.4731,,1,0,0,False
HD 97658,5212.0,-0.45469,0.85,0.728,4.64,-0.23,3.9,1.3336850133531393,118.0319107,1,7.5136,K,1,0,0,False
WASP-31,6217.0,0.33572,1.2,1.26867,4.31055,-0.08,,2.5841377845322726,28.7245696,1,11.8163,,1,0,0,False
CoRoT-9,5613.0,-0.14182,0.993,0.898155,4.52831,-0.02,,2.615929019937377,20.7840672,2,13.5008,,1,0,0,False
Ross 458,3646.0,-1.29769,0.556419,0.562566,4.68312,,,1.0610526838833865,633.1763223,2,8.90809,,1,0,0,False
GJ 674,3451.0,-1.76982,0.35109,0.36463,4.85978,,,0.6579121180003986,1050.0914102,1,8.33063,,1,0,0,False
HN Peg,5974.0,0.072,1.1,1.04,4.48,-0.02,3.1,1.258124637283167,257.2932473,1,5.82363,G,1,0,0,False
HD 102365,5630.0,-0.066,0.89,0.96,4.45,-0.33,9.48,0.9679876639285985,1582.703504,2,4.71107,G,1,0,0,False
GJ 179,3370.0,-1.796,0.357,0.38,4.83,0.3,,1.091877899629413,342.4034373,1,10.7055,M,1,0,0,False
HD 154345,5468.0,-0.187,0.89,0.86,4.53,-0.1,4.92,1.262071212617293,862.586012,1,6.56771,G,1,0,0,False
HD 45364,5435.58,-0.19571,0.95,0.900132,4.50718,-0.175,,1.5359773113166677,53.5273638,1,7.88016,,2,2,1,False
HD 86264,6210.0,0.66,1.42,1.88,4.02,0.202,2.24,1.8312982275589624,66.970538,1,7.28372,,1,1,1,False
HD 8673,6389.05,0.52992,1.28,1.50225,4.19179,0.1474,,1.5782024041024487,250.9261399,2,6.2242,,1,1,1,False
CoRoT-7,5259.0,-0.33586976201144986,0.913,0.82,4.573,0.138,1.32,2.203864759668711,10.9609274,1,11.5239,,3,0,0,False
HD 89307,5914.0,0.13,1.0,1.11,4.28,-0.18,7.0,1.5052911010953154,275.2171319,1,6.86817,,1,0,0,False
HD 87883,4958.0,-0.456,0.8,0.78,4.56,0.07,9.84,1.2622421984388386,89.224207,1,7.27194,K,1,0,0,False
HAT-P-2,6290.0,0.485,1.298,1.474,4.214,0.12,2.6,2.1064424907137047,30.9650963,1,8.59842,F,2,0,0,False
HD 139357,4595.0,1.7884548964831277,1.78,12.394,2.54,0.19,2.028,2.0495668691646514,18.8494579,1,5.6303,,1,0,0,False
HD 126614,5585.0,0.08279,1.145,1.09,4.39,0.56,7.2,1.8638942060459165,209.178157,3,8.61907,,1,1,1,False
HD 4113,5646.0,0.035,1.05,1.09,4.22,0.19,5.5,1.6219309656033198,124.3823523,3,7.71051,,1,0,0,False
HD 17156,6079.0,0.415,1.2,1.47,4.29,0.24,5.7,1.8925748449360509,96.8491965,1,8.03298,G,1,0,0,False
CoRoT-11,6440.0,0.4618744537193494,1.27,1.37,4.22,-0.03,2.0,2.8162658319642917,5.5818875,1,12.841,F,1,0,0,False
HD 43197,5508.0,-0.137,0.96,1.0,4.31,0.4,,1.7952625329793457,148.516155,1,8.77158,G,2,0,0,False
HD 219828,5842.0,0.48,1.19,1.68,4.19,0.16,4.75,1.8640005444078342,7.8870329,1,7.88338,,2,1,1,False
HD 180314,4917.0,1.64345,2.6,9.2,2.98,0.2,,2.0876465668895063,51.1036408,1,6.34583,,1,0,0,False
11 Com,4874.0,1.97823,2.09,13.76,2.45,-0.26,,1.9693441453191884,140.3836266,2,4.44038,G,1,0,0,False
HAT-P-23,5905.0,0.199,1.13,1.203,4.33,0.15,4.0,2.5620703058835437,14.3246506,1,12.1741,G,1,0,0,False
kap CrB,4840.0,1.03583,1.33,4.68,3.2,0.09,,1.4780626526975986,347.8771098,1,4.52428,K,1,1,1,False
WASP-33,7308.0,0.81944,1.653,1.60242,4.24679,,,2.0861604366219018,9.0298956,2,8.07004,,1,0,0,False
TrES-3,5650.0,-0.20412,0.928,0.829,4.4,-0.19,0.9,2.3642450993107564,42.5832621,1,12.1995,,1,0,0,False
HD 180902,4989.0,1.09,1.51,3.94,3.46,0.0,2.48,2.019436179068188,42.8690335,2,7.52132,,1,0,0,False
HD 44219,5752.0,0.26,1.0,1.32,4.21,0.03,,1.7234975396173613,74.2218138,1,7.52973,G,1,0,0,False
HD 171238,5440.0,-0.17722,0.95,0.918004,4.4901,0.17,,1.6513875432131317,113.0479471,1,8.41099,,1,0,0,False
CoRoT-4,6190.0,0.23915783446635705,1.194,1.1475,4.3959,0.05,0.8,2.8611830099220823,5.3458377,1,13.5613,,1,0,0,False
WASP-6,5375.0,-0.2525687907243543,0.836,0.864,4.487,-0.15,9.0,2.2947284872802753,43.6387439,1,11.9761,,1,0,0,False
gam1 Leo,4395.0,2.431209113645406,1.462,28.395,1.66,-0.47,2.412,1.6008455275018216,346.5977496,2,,,1,0,0,False
30 Ari B,6300.0,0.2564089347484534,1.16,1.13,4.5,0.245,0.91,1.6498895443689223,141.8135318,4,6.96085,F,1,0,0,False
HD 16417,5817.0,0.465,1.12,1.63,4.09,0.13,7.32,1.4047242743004769,259.5297272,2,5.61319,G,1,0,0,False
CoRoT-6,6090.0,0.12792763735185064,1.054,1.043,4.425,-0.2,2.5,2.8097576270178553,5.8112583,1,13.7459,,1,0,0,False
GJ 849,3467.0,-1.59,0.45,0.45,4.8,0.09,,0.9445112951614097,1132.7461051,1,9.2245,M,2,0,0,False
HD 204313,5754.04,0.09817,1.03,1.12666,4.34732,0.1569,,1.679377922614596,273.8814392,1,7.83246,,3,0,0,False
CoRoT-3,6558.0,0.58851,1.36,1.52534,4.20487,0.14,,2.8857969922755755,3.5086162,1,13.2188,,1,0,0,False
WASP-16,5630.0,0.027382517545261314,0.98,1.087,4.357,0.07,8.6,2.288101602978643,17.2567459,1,11.1247,,1,0,0,False
GJ 832,3472.0,-1.585,0.45,,4.7,-0.3,,0.6958623928327816,817.8892865,1,7.73761,,1,0,0,False
HD 113538,4685.0,-1.04576,0.7,0.65,4.28,-0.17,1.3,1.2116997483464431,1118.400991,1,8.4428,K,2,0,0,False
HIP 79431,3420.0,-1.54921,0.476538,0.478625,4.75617,,,1.1623373431820048,217.0077505,1,10.2351,,1,1,1,False
HD 60532,6245.0,0.8,1.5,2.5,3.95,0.12,2.25,1.4144987054924747,61.2130787,1,4.30793,,2,0,0,False
HD 70573,5884.0,-0.275,0.9,0.7,4.57,-0.04,1.0,1.772189637645957,71.1659372,1,8.54261,,1,1,1,False
BD+14 4559,5008.0,-0.32,0.86,0.95,4.6,0.1,,1.693304757235923,233.993162,1,9.35108,K,1,1,1,False
HD 102272,4908.0,1.725150813752439,1.9,10.1,3.07,-0.26,,2.5404508600295905,10.6159064,1,8.40499,K,1,0,0,False
HD 109246,5844.0,0.07849823438674336,1.2,1.07,4.46,0.1,,1.8314531891142738,178.692738,1,8.5873,,1,0,0,False
HD 125595,4691.0,-0.61134,0.75,0.748952,4.56422,0.08,,1.4502321674240544,565.7998343,1,8.6555,,1,0,0,False
HD 145377,6046.0,0.19312,1.12,1.14,4.49,0.12,1.3,1.7282596070263725,25.3899698,1,7.96999,,1,0,0,False
HD 154672,5655.0,0.28103,1.08,1.44,4.15,0.11,8.0,1.7996740698149218,127.6386669,1,8.03732,G,1,0,0,False
HD 17092,4596.0,1.6397277252033133,1.246,10.439,2.45,0.05,5.58,2.3587379297773,41.6254578,1,7.33993,,1,0,0,False
HD 171028,5721.0,0.57,1.0,1.88,3.96,0.47,8.59,2.0478937340604735,45.3213572,1,8.10233,,1,0,0,False
HD 181720,5784.59,0.36092,1.04,1.50858,4.09796,-0.5289,,1.7796296752826497,424.296759,1,7.67484,,1,1,1,False
HD 20868,4795.0,-0.529,0.78,0.79,4.22,0.04,4.5,1.678721366541416,307.8626685,1,9.61323,K,1,1,1,False
HD 290327,5505.0,-0.13719,0.97,0.938735,4.47975,-0.14,,1.7515331381455366,102.4530933,1,8.80364,,1,0,0,False
HD 63765,5439.95,-0.25476,0.95,0.839619,4.56763,-0.155,,1.5123855158658577,315.9028879,1,7.90983,,1,1,1,False
HD 6718,5729.74,-0.0184,1.02,0.993532,4.4523,-0.0641,,1.7104930831480494,193.6807171,1,8.28147,,1,0,0,False
BD-13 2130,4545.0,2.1482696259553578,2.12,19.17,2.2,-0.08,,2.9662421957336287,3.8647189,1,9.69971,,1,0,0,False
HD 38283,5983.57,0.4106,1.1,1.49291,4.13139,-0.2143,,1.580485899791413,176.1793657,1,6.54392,,1,0,0,False
HD 224693,5894.0,0.61,1.31,1.93,3.986156677640217,0.27,4.12,1.9708185781077845,149.5555594,1,8.08528,G,1,0,0,True
HD 231701,6148.0,0.405,1.2,1.41,4.26,-0.08,4.0,2.0369361457974513,65.2671332,1,8.83051,,1,0,0,False
HD 45652,5306.0,-0.222,1.0,0.92,4.13,0.27,5.0,1.542253872897225,215.6074822,1,7.9118,,1,0,0,False
HD 159868,5630.0,0.53,1.08,1.78,4.08,0.02,7.57,1.7470255102715857,285.096985,1,7.04579,,2,1,1,False
HD 163607,5543.0,0.362,1.09,1.63,4.04,0.21,8.6,1.8311368038454665,141.596805,1,7.81298,G,2,1,1,False
HD 181342,4976.0,1.21,1.78,4.55,3.42,0.22,1.56,2.0805940218351626,55.5049316,1,7.28405,,1,0,0,False
HD 185269,6059.0,0.49,1.29,1.76,4.13,0.12,3.4,1.7159340180211695,86.7055997,3,6.51831,,1,0,0,False
HD 206610,4874.0,1.27646,1.56,6.1,3.3,0.14,3.0,2.167884206399099,2.7564494,1,8.06506,,1,0,0,False
HD 4313,5005.0,1.14,1.71,4.38,3.45,0.11,1.72,2.134521345591806,9.0943526,1,7.57399,,1,0,0,False
HD 5319,4958.0,0.908,1.51,3.85,3.45,0.15,3.1,2.0842365732935506,49.8568635,1,7.77238,K,2,0,0,False
HD 95089,4974.0,1.19,1.67,4.73,3.36,0.03,1.85,2.136584234353265,59.7403853,1,7.66056,,2,0,0,False
HD 96167,5749.0,0.53,1.16,1.73,4.15,0.35,5.62,1.9309520859831466,51.3795694,2,7.92849,,1,0,0,False
HD 25171,6160.0,0.27646,1.09,1.18,4.43,-0.11,4.0,1.745188817968381,165.4128576,2,7.638,F,1,0,0,False
HD 48265,5650.0,0.58433,1.28,2.05,3.92,0.4,5.0,1.9568625544829494,39.7813595,1,7.87925,G,1,1,1,False
HD 85390,5160.6,-0.36558,0.87,0.82123,4.54866,-0.0838,,1.5253363994486446,64.9824484,1,8.29462,,1,1,1,False
2MASS J04414489+2301513,2936.0,-2.44363,0.201559,0.231916,5.01181,,,,,1,18.9668,,1,0,0,False
42 Dra,4200.0,2.1319160058604245,0.98,22.03,1.71,-0.46,9.49,1.9573893669164957,108.2005422,2,4.43216,K,1,0,0,False
HD 9446,5793.0,0.04139,1.0,1.0,4.53,0.09,,1.702002062535246,197.6688722,1,8.2095,G,2,0,0,False
USco CTIO 108,2846.0,-2.15181,0.328851,0.345365,4.87851,,,2.158419791059333,22.9836112,1,17.4229,,1,0,0,False
HD 69830,5435.0,-0.239,0.9,0.86,4.42,0.0,3.0,1.0989585184586372,1026.8551062,1,5.75392,,3,1,1,False
WASP-15,6405.0,0.5437956911592158,1.305,1.522,4.189,0.0,2.4,2.4503892303854675,24.0466985,1,10.797,,1,0,0,False
HD 13931,5829.0,0.1959,1.022,1.23,4.3,0.03,8.4,1.6757444397267758,208.516252,1,7.45464,,1,0,0,False
HD 16175,6029.0,1.19,1.28,1.69,4.28,0.23,3.27,1.7771294572734755,56.6953717,1,7.1291,,1,0,0,False
HD 129445,5635.2,0.0871,1.0,1.1598,4.3093,0.37,,1.8289085459199825,205.9080194,1,8.6178,,1,1,1,False
BD+20 2457,4137.0,3.17,2.8,49.0,1.51,-1.0,,3.187438930408063,46.8841645,1,9.22684,K,2,0,0,False
HD 30562,5861.0,0.45,1.219,1.637,4.09,0.243,4.0,1.4176327591823656,398.7628439,1,5.61828,,1,1,1,False
CoRoT-13,5945.0,0.05814003335141396,1.09,1.01,4.46,0.01,1.635,3.0602935695587705,3.6450532,1,14.9147,G,1,0,0,False
HD 7924,5177.0,-0.409,0.83,0.78,4.59,-0.15,0.88,1.2302496111236685,47.6113429,1,6.92516,K,3,0,0,False
HD 90156,5626.0,-0.102,0.94,0.9,4.52,-0.21,2.6,1.341426610255788,106.5089329,1,6.73951,G,1,0,0,False
HD 102195,5330.0,-0.33442,0.926,0.835,4.368,0.096,2.4,1.4674393860314217,220.1843333,1,7.84665,G,1,0,0,False
HD 34445,5836.0,0.3032,1.07,1.38,4.21,0.14,8.5,1.6636133039984362,146.9992382,1,7.14947,,6,2,1,False
HD 156668,4850.0,0.23,0.772,0.72,4.598,0.05,8.6,1.38618316236681,228.612106,1,8.10753,,2,1,1,False
HD 24040,5761.0,0.27569,1.03,1.37879,4.17191,0.17,,1.6685946261113809,275.3819226,1,7.33476,,2,1,1,False
HD 240210,4316.0,2.0640151226156402,1.241,19.293,1.91,-0.14,5.085,2.5710155032916684,19.7316626,1,7.64476,,1,0,0,False
HD 10180,5901.36,0.18101,1.07,1.17829,4.32494,0.0793,,1.590626751168752,16.5883695,1,7.17261,,6,1,1,False
GJ 1148,3287.0,-1.86908,0.344045,0.358519,4.86566,,,1.0419569013236005,582.6429082,1,10.5769,,2,1,1,False
HD 31253,5960.0,0.51667,1.23,1.71,4.1,0.16,3.0,1.7645034117670817,99.7963544,1,6.98479,,1,0,0,False
Lupus-TR-3,3833.0,-1.46393,0.59,0.420347,4.9617,,,2.888409221561193,17.3832896,1,18.765,,1,0,0,False
HD 175541,5060.0,0.934,1.65,3.8,3.52,-0.07,1.9,2.112615054531228,90.4778855,1,7.75927,G,1,0,0,False
HD 86081,5864.0,0.37,1.2,1.49,3.93,0.13,6.5,2.016765998889044,68.8849737,2,8.58804,,1,0,0,False
HD 212771,5085.0,1.18,1.6,4.26,3.52,0.13,1.92,2.045929003009548,135.0501619,1,7.35208,,1,0,0,False
HD 1461,5765.0,0.107,1.03,1.11,4.37,0.18,7.12,1.3702058105565647,441.9148713,1,6.29454,G,2,0,0,False
61 Vir,5577.0,-0.095,0.942,0.963,4.34,-0.01,8.96,0.9295885229103983,1508.8416272,1,4.54052,G,3,0,0,False
HD 218566,4820.0,-0.45223,0.85,0.86,4.81,0.38,8.5,1.459805474279562,638.9585993,1,8.27432,,1,1,1,False
HD 170469,5736.0,0.181,1.1,1.25,4.08,0.26,5.0,1.7794377499810423,51.4729191,2,8.04953,,1,1,1,False
Kepler-8,6213.0,0.605,1.213,1.486,4.174,-0.055,3.84,3.0093956493468905,4.42486,1,13.5299,,1,0,0,False
24 Sex,5098.0,1.164,1.54,4.9,3.5,-0.03,2.7,1.8577490986173129,74.6277468,1,6.20374,,2,0,0,False
HD 73534,4959.0,0.68,1.31,2.79,3.73,0.16,4.01,1.9208123263464787,147.7382851,1,7.95707,,1,1,1,False
HD 136418,5071.0,0.83251,1.33,3.4,3.6,-0.07,4.0,2.0218836149362924,183.0304034,1,7.60946,,1,0,0,False
HD 148156,6308.0,0.25042,1.22,1.21,4.56,0.29,,1.7568558619298071,53.4645414,1,7.55508,,1,1,1,False
HD 156846,6080.0,0.62,1.38,1.95,4.16,0.18,2.78,1.678820550137402,198.2532321,2,6.3623,,1,0,0,False
HD 205739,6176.0,0.36,1.22,1.33,4.29,0.19,2.84,1.9661825779749091,85.0386141,1,8.41991,,1,0,0,False
HD 103197,5250.0,-0.25651,0.9,0.899664,4.48415,0.22,,1.756988116768014,81.2566557,1,9.16421,,1,0,0,False
HD 38801,5222.0,0.65896,1.36,2.53,3.84,0.26,4.67,1.961111994250444,95.1686535,1,8.03397,,1,1,1,False
HD 200964,5096.0,1.67,1.99,9.16,3.48,0.16,1.23,1.8608899584556742,107.2915421,1,6.23723,,2,0,0,False
HD 43691,6093.0,0.57168,1.14,1.73312,4.01732,0.3,,1.9324783308334492,57.9960814,3,7.8972,,1,0,0,False
HD 47186,5640.0,0.066,1.0,1.13,4.21,0.21,6.5,1.5735376287562242,263.8325178,1,7.44897,,2,1,1,False
eps Tau,4877.0,1.89271,2.57,12.35,2.66,0.1,,1.6769542909234023,113.8901159,1,3.27298,K,1,0,0,False
HD 148427,5030.0,0.91,1.41,3.15,3.5,0.04,3.05,1.8533933687684145,37.3153162,1,6.63542,,1,0,0,False
HD 62509,4946.0,1.59,2.1,8.31,3.07,0.07,0.98,,627.6878205,1,,,1,0,0,False
HD 1690,4406.0,1.53,1.02,19.6,2.01,0.31,8.37,2.876572869780165,13.8195055,1,8.74943,,1,0,0,False
HD 285968,3543.0,-1.398,0.43,0.46,4.81,,,0.9763706155263648,1295.1464507,1,8.99955,M,1,0,0,False
DP Leo,13500.0,-2.404379395345465,,0.0115,,,,2.4852727076382224,28.7362202,2,18.6333,,1,0,0,False
GJ 317,3347.0,-1.68663,0.42116,0.426606,4.80246,-0.5538,,1.1817521479019244,928.2322049,1,10.7539,,2,0,0,False
GJ 3634,3517.0,-1.54308,0.452727,0.455796,4.77636,,,1.30915942670655,574.1777508,1,10.9233,,1,0,0,False
HD 152079,5726.0,0.10721,1.1,1.15,4.36,0.16,3.0,1.943933534822244,142.2907224,1,9.01051,G,1,0,0,False
HD 33283,6022.0,0.58,1.29,1.7,4.21,0.36,3.23,1.9535775300429545,72.649153,2,7.89933,,1,0,0,False
HD 187085,6190.0,0.255,1.2,1.17,4.43,0.12,1.0,1.661806062259364,103.5954175,1,7.07508,,1,1,1,False
HD 153950,6076.0,0.34635,1.12,1.34,4.37,-0.01,4.3,1.685337701621223,178.8958515,1,7.23813,,1,0,0,False
HD 8535,6183.34,0.32818,1.18,1.27145,4.30135,0.04,,1.743824004962499,90.5536093,2,7.56066,,1,1,1,False
HD 221287,6241.0,0.231,1.2,1.12,4.37,-0.02,1.0,1.747591237765843,181.2374221,1,7.68153,,1,1,1,False
HD 192699,5227.0,1.06,1.48,4.05,3.51,0.32,2.18,1.8565035303341566,66.3950053,1,6.21085,,1,0,0,False
V0391 Peg,29300.0,1.43287,0.47,0.202,5.49946,,,3.0777239171421384,6.1376502,1,14.5897,,1,0,0,False
HD 196885 A,6218.0,0.385,1.3,1.35,4.18,0.19,2.0,1.5336348108253144,114.273673,2,6.26141,,1,1,1,False
11 UMi,4255.0,2.332244465183394,1.434,27.032,1.8,-0.13,3.186,2.0980238516800567,10.6790187,1,4.56216,,1,0,0,False
HD 155358,5911.52,0.29987,1.08,1.34645,4.21311,-0.6208,,1.6396826743377615,310.0068889,1,7.12074,,2,0,0,False
HIP 12961,3901.0,-1.0565796354998358,0.69,0.65,4.65,-0.14,,1.3686772954127857,326.883283,1,9.59893,,1,1,1,False
HD 179079,5672.0,0.37,1.05,1.45,4.21,0.19,7.88,1.8433050506492419,161.4496745,1,7.77454,,1,0,0,False
HD 190647,5608.0,0.31,1.02,1.43,4.14,0.21,9.05,1.7361876719771556,208.5650293,1,7.5942,,1,1,1,False
HD 102956,5054.0,1.06446,1.68,4.4,3.5,0.19,2.3,2.0859680770460742,21.3439043,2,7.60844,,1,0,0,False
HD 164509,5922.0,0.061,1.13,1.06,4.44,0.21,1.1,1.725191837942504,21.8448377,2,7.95594,G,1,0,0,False
HD 20782,5732.0,0.053,0.95,1.08,4.23,-0.06,8.5,1.556138402964809,355.1122675,2,7.19283,,1,0,0,False
HD 156411,5908.0,0.66,1.24,2.15,4.03,0.12,4.28,1.7548488621102052,214.1357918,1,6.5121,,1,1,1,False
HD 23127,5843.0,0.36580593203290535,1.208,1.49,4.146,0.29,4.508,1.9724597276729932,160.7027565,1,8.42019,,1,1,1,False
CT Cha,4200.2,-0.10177,,1.679694,,,,2.2803962380601424,22.2095894,1,11.7733,,1,0,0,False
HD 100777,5542.0,-0.047,1.0,1.03,4.27,0.3,5.0,1.6948998927577226,37.1356607,1,8.2387,,1,1,1,False
HIP 78530,8738.0,1.3684,2.192,2.10876,4.13086,,,2.1359559165171444,26.9390125,1,7.14665,,1,0,0,False
HD 181433,4915.0,-0.496,0.9,0.78,4.28,0.46,2.0,1.429367864244353,330.0287524,1,8.09228,,3,0,0,False
OGLE-TR-211,6325.0,0.52942,1.25,1.53193,4.1645,0.11,,3.1804871588298704,12.6276106,1,15.0702,,1,0,0,False
Kepler-40,6510.0,0.9961171658924877,1.46,2.48,3.812,0.1,0.8,3.362672813862499,6.9331051,1,14.5591,,1,0,0,False
CoRoT-14,6035.0,0.24116968833365973,1.13,1.21,4.35,0.05,4.2,3.24169586813981,3.6035031,1,15.8116,F,1,0,0,False
1RXS J160929.1-210524,3993.0,-0.40347,0.623,1.31316,3.99592,,,2.143436392356212,25.3771704,1,12.0572,,1,0,0,False
OGLE-TR-182,5924.0,0.24059,1.08,1.25233,4.27606,0.37,,3.39824390845685,10.9863836,1,16.6783,,1,0,0,False
OGLE2-TR-L9,6933.0,0.6704926119361907,1.42,1.503,4.236,-0.05,1.0,3.211555686043858,5.1613705,1,14.5637,,1,0,0,False
GJ 667 C,3350.0,-1.863,0.33,,4.69,-0.55,2.0,0.8599760435432856,1151.9552244,3,9.38033,M,5,3,1,False
Kepler-227,5524.63,-0.12113,0.97,0.949466,4.46988,0.081,,3.034652516594962,4.9998726,1,15.3234,,2,0,0,False
WASP-80,4145.0,-1.063739793995847,0.57,0.571,4.689,-0.14,,1.6971211917127311,142.014282,1,11.273,K,1,0,0,False
51 Eri,7295.0,0.75157,1.65,1.48726,4.31078,,,1.4735964422699717,77.7287954,3,5.15806,,1,0,0,False
